"id_direccion";"alias";"id_renabap";"manzana_renabap";"terreno_renabap";"latitud";"longitud";"calle_declarada";"altura_declarada";"esquina_declarada";"direccion_en_cvf";"es_ubicable";"direccion_normalizada";"calle";"altura";"piso";"depto";"manzana";"sector";"torre";"cp";"parcela";"lote";"entre_calle_1";"entre_calle_2";"calle_esquina";"casa";"terreno";"pasillo";"pasaje";"referencia_auxiliar";"observaciones";"tira";"chacra";"macizo";"seccion";"ruta";"km";"id_revision_dir"
691331;"FF2_600413";1786;"45";"7";-32.91186249;-60.7049534;"Psj San Cayetano Sin Numero";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316033;"FF2_2375364";1786;"33";"12";-60.7008873;-32.9125277;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347333;"FF2_2406781";1786;"9";"14";-60.7063101;-32.9090918;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344414;"FF2_2403856";1786;"41";"30";-60.7042951;-32.9135686;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346677;"FF2_2406124";1786;"12";"52";-60.7054186;-32.9103757;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320870;"FF2_2380217";1786;"24";"1";-60.70212656;-32.91289021;"PASAJE SANTA CLARA";"2544";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326424;"FF2_2385796";1786;"26";"20";-60.70212909;-32.9112465;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1351228;"FF2_2410700";1786;"14";"61";-60.70412667;-32.91324;"OLAVARRIA 1316 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1391033;"FF2_2450678";1786;"40";"63";-60.7037205;-32.9126536;"PASAJE 1";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344010;"FF2_2403448";1786;"17";"103";-60.7040224;-32.9109267;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SANTA MARÍA DE LOS ANGELES";"";"";"";"";"";"";"";"";""
1314197;"FF2_2373517";1786;"26";"34";-60.702246;-32.9118334;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN JOSÉ";"";"";"";"";"";"";"";"";""
1347111;"FF2_2406559";1786;"9";"25";-60.70649333;-32.90931833;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344024;"FF2_2403462";1786;"17";"11";-60.704485;-32.9098653;"JUAN MANUEL ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326749;"FF2_2386121";1786;"15";"114";-60.70445758;-32.91263182;"MIXIMILIANO COLVER";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343326;"FF2_2402761";1786;"17";"52";-60.70359167;-32.91009833;"CEFERINO ÑAMUCURA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341550;"FF2_2400978";1786;"33";"94";-60.70414333;-32.91310667;"M DE LOS ANGELES";"";"OLAVARRIA";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"OLAVARRIA";"";"";"";"";"";"";"";"";"";"";"";"";""
1353087;"FF2_2412569";1786;"36";"45";-60.70625259;-32.91257091;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343387;"FF2_2402822";1786;"19";"30";-60.7045225;-32.9092919;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325579;"FF2_2384949";1786;"15";"108";-60.70435421;-32.91256249;"MAXIMILIANO CORBELT";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344080;"FF2_2403518";1786;"6";"12";-60.7040339;-32.9099867;"NAMUCURA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347325;"FF2_2406773";1786;"8";"37";-60.7060634;-32.9094644;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316052;"FF2_2375383";1786;"34";"32";-60.70171822;-32.91206993;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1360723;"FF2_2420231";1786;"4";"16";-60.705787;-32.9127602;"GARZÓN";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
7856;"FF2_008654";1786;"1";"62";-32.91460054;-60.70508111;"Juan B Justo 2720";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1340612;"FF2_2400035";1786;"24";"13";-60.7049155;-32.9133402;"OLAVARRIA";"1244";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352103;"FF2_2411581";1786;"9";"13";-60.7052568;-32.9108821;"OLAVARRIA 1500 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690738;"FF2_599820";1786;"14";"19";-32.9126195;-60.70407276;"Pasaje Uno";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346585;"FF2_2406032";1786;"8";"36";-60.7064724;-32.9095309;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346644;"FF2_2406091";1786;"17";"20";-60.7040552;-32.9099792;"";"";"MUNCURA Y SEFERINO";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MUNCURA Y SEFERINO";"";"";"";"";"";"";"";"";"";"";"";"";""
15998;"FF2_016893";1786;"26";"22";-32.91062133;-60.70272123;"Cabal 1455 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1391000;"FF2_2450645";1786;"22";"10";-60.7052718;-32.9117857;"SAN CAYETANO 2215 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
698846;"FF2_607943";1786;"5";"219";-32.91277588;-60.70568035;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315991;"FF2_2375321";1786;"26";"5";-60.7028123;-32.911623;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316036;"FF2_2375367";1786;"32";"27";-60.7008913;-32.91253;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
691334;"FF2_600416";1786;"45";"6";-32.91191802;-60.7049786;"Olavarria Y Genova";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1416756;"FF2_2476821";1786;"20";"27";-60.70207333;-32.91134;"M DE LOS ANGELES";"1595";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
64639;"FF2_066181";1786;"26";"24";-32.91151969;-60.70221395;"Cabal Bis Y San Francisco";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
691341;"FF2_600423";1786;"45";"4";-32.91226381;-60.70550181;"S. Cayetano 1420 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321189;"FF2_2380536";1786;"25";"23";-60.7028581;-32.9124593;"CABAL";"1308 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320873;"FF2_2380220";1786;"25";"33";-60.70225098;-32.91288819;"CABAL";"1305";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
684648;"FF2_593728";1786;"13";"51";-32.90943553;-60.70562495;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390986;"FF2_2450631";1786;"35";"37";-60.7056483;-32.9111497;"LAVARRIA 186 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1360996;"FF2_2420505";1786;"4";"21";-60.70550008;-32.91272462;"SWEISER";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1360733;"FF2_2420241";1786;"4";"67";-60.7061353;-32.9131075;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1429721;"FF2_2492848";1786;"17";"31";-60.7043758;-32.9110396;"OLAVARRÍA";"1551 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346578;"FF2_2406025";1786;"13";"12";-60.7065005;-32.9091845;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1402521;"FF2_2462245";1786;"33";"6";-60.7034861;-32.9139566;"CABAL";"1247";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"";"";"";"";"";"";"";"";"";""
1328128;"FF2_2387505";1786;"25";"17";-60.70287701;-32.91223553;"CABAL 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353396;"FF2_2412878";1786;"6";"17";-60.7065343;-32.9108736;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1472656;"FF2_2539192";1786;"33";"31";-60.7033424;-32.9136661;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MARIANO CABAL 1269 BIS DEPTO 5";"";"";"";"";"";"";"";"";"";""
1325508;"FF2_2384878";1786;"42";"5";-60.7036258;-32.9132144;"M CABAL";"1297 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1335603;"FF2_2395012";1786;"15";"1";-60.7047193;-32.9124844;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352011;"FF2_2411488";1786;"5";"165";-60.7059716;-32.9122466;"GARZÓN";"1340BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357072;"FF2_2416564";1786;"5";"162";-60.70561667;-32.91178;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1472638;"FF2_2539173";1786;"20";"17";-60.7028429;-32.9115278;"CABAL BIS";"1400";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344073;"FF2_2403511";1786;"47";"32";-60.702011;-32.9142054;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315460;"FF2_2374788";1786;"32";"1";-60.7009539;-32.9125064;"OTTONE BIS";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1416748;"FF2_2476813";1786;"15";"10";-60.7039037;-32.9108168;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346530;"FF2_2405977";1786;"12";"8";-60.705385;-32.91062;"SAN CAYETANO";"1542 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390970;"FF2_2450615";1786;"11";"6";-60.7054015;-32.9112739;"SAN CAYETANO 2502";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1351234;"FF2_2410706";1786;"17";"124";-60.7045054;-32.9107918;"OLAVARRIA 1600BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352991;"FF2_2412473";1786;"36";"59";-60.7063033;-32.9127014;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315459;"FF2_2374787";1786;"32";"4";-60.7011555;-32.9120698;"OTTONE BIS";"";"SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346525;"FF2_2405972";1786;"12";"39";-60.705375;-32.910275;"";"1500 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO";"";"";"";"";"";"";"";"";""
1344068;"FF2_2403506";1786;"14";"65";-60.7037793;-32.9129809;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1391030;"FF2_2450675";1786;"14";"16";-60.7040112;-32.9125648;"PASAJE COLBER 1640";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320881;"FF2_2380228";1786;"40";"2";-60.7037222;-32.9126814;"MAXIMILIANO COVER";"2676";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314304;"FF2_2373624";1786;"19";"8";-60.70229333;-32.91117167;"SAN FRANCISCO";"";"SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN JOSE";"";"";"";"";"";"";"";"";"";"";"";"";""
8973;"FF2_009784";1786;"5";"214";-32.91273506;-60.70579365;"Olavarria 1330 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346544;"FF2_2405991";1786;"15";"32";-60.703358;-32.912097;"";"";"MARIANO CABRAL Y SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MARIANO CABRAL Y SAN JOSE";"";"";"";"";"";"";"";"";"";"";"";"";""
1346499;"FF2_2405946";1786;"13";"88";-60.7053755;-32.9099602;"MARTINEZ DE ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347107;"FF2_2406555";1786;"8";"2";-60.70736;-32.910395;"GARZON 1535 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
699010;"FF2_608107";1786;"12";"6";-32.91040647;-60.70563961;"San Cayetano  Numero 1542 Bis";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344841;"FF2_2404284";1786;"13";"90";-60.705032;-32.9099676;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346648;"FF2_2406095";1786;"10";"5";-60.7044541;-32.9104515;"";"";"SEFERINO Y OLEVARRIA";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEFERINO Y OLEVARRIA";"";"";"";"";"";"";"";"";"";"";"";"";""
1353862;"FF2_2413344";1786;"36";"14";-60.7065669;-32.9116286;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345462;"FF2_2404907";1786;"9";"22";-60.7057396;-32.9087146;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO";"";"";"";"";"";"";"";"";""
15993;"FF2_016888";1786;"26";"20";-32.91113412;-60.70227442;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314303;"FF2_2373623";1786;"34";"1";-60.70181167;-32.91152;"PJE SAN JOSE";"";"OTTONE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"OTTONE";"";"";"";"";"";"";"";"";"";"";"";"";""
1390991;"FF2_2450636";1786;"7";"39";-60.7063209;-32.9104933;"GARZON 1541 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326436;"FF2_2385808";1786;"27";"16";-60.7024181;-32.9109241;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316076;"FF2_2375407";1786;"13";"4";-60.70310167;-32.91058667;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346676;"FF2_2406123";1786;"12";"37";-60.7055287;-32.9102335;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315990;"FF2_2375320";1786;"7";"40";-60.7021174;-32.9117294;"CABAL";"1700";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343330;"FF2_2402765";1786;"19";"47";-60.7044195;-32.9102956;"MARTINEZ DE ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
698876;"FF2_607973";1786;"6";"15";-32.91096418;-60.70645339;"Garson 1416 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325513;"FF2_2384883";1786;"33";"13";-60.7034876;-32.912675;"COLBERT";"";"CABAL";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CABAL";"";"";"";"";"";"";"";"";"";"";"";"";""
1341554;"FF2_2400982";1786;"17";"75";-60.7041471;-32.9109812;"M DE LOS ANGELES";"1586 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344163;"FF2_2403601";1786;"18";"13";-60.70430667;-32.909365;"OLAVARRIA";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344164;"FF2_2403602";1786;"6";"12";-60.70403;-32.90997833;"CABAL";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346646;"FF2_2406093";1786;"13";"3";-60.703051;-32.9104071;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341555;"FF2_2400983";1786;"17";"41";-60.7035128;-32.9110405;"M DE LOS ANGELES";"1580";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315949;"FF2_2375279";1786;"33";"17";-60.7009308;-32.9125494;"OTTONE";"1306 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PASILLO";"";"";"";"";"";"";"";"";"";""
7840;"FF2_008638";1786;"1";"19";-32.91422774;-60.70551345;"Guaycuru 2755";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346634;"FF2_2406081";1786;"41";"9";-60.7041739;-32.9132235;"OLEVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314302;"FF2_2373622";1786;"46";"14";-60.70169667;-32.91150833;"PJE SAN JOSE OTTONE";"";"OTTONE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"OTTONE";"";"";"";"";"";"";"";"";"";"";"";"";""
1353086;"FF2_2412568";1786;"36";"59";-60.7059857;-32.9125199;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346569;"FF2_2406016";1786;"13";"8";-60.7059584;-32.9086942;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1391015;"FF2_2450660";1786;"14";"2";-60.7046747;-32.9134305;"OLAVARRIA";"1315 BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321482;"FF2_2380833";1786;"25";"22";-60.70260333;-32.91215167;"MARIANO CANAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353090;"FF2_2412572";1786;"36";"14";-60.7065654;-32.9118875;"GARZON 1370 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678976;"FF2_588054";1786;"34";"60";-32.91211167;-60.701315;"Cabal 1312";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344149;"FF2_2403587";1786;"47";"22";-60.70351;-32.91012;"M CABAL";"1500 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341421;"FF2_2400848";1786;"41";"12";-60.7038588;-32.9132391;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345456;"FF2_2404901";1786;"7";"25";-60.7051192;-32.9099343;"SEFERINO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353080;"FF2_2412562";1786;"35";"40";-60.7053787;-32.911495;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346447;"FF2_2405894";1786;"9";"3";-60.7069107;-32.9091065;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1317675;"FF2_2377017";1786;"32";"29";-60.7009676;-32.9125676;"OTTONE PASILLO";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343323;"FF2_2402758";1786;"20";"32";-60.7029787;-32.9110896;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678906;"FF2_587984";1786;"25";"34";-32.91268324;-60.70248897;"Gambeta 1305 bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325796;"FF2_2385166";1786;"24";"31";-60.7040955;-32.9125868;"PASAJE 1";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1364184;"FF2_2423702";1786;"45";"31";-60.7053997;-32.91219;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344153;"FF2_2403591";1786;"17";"22";-60.704035;-32.90998333;"CEFERINO MANICURA";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357067;"FF2_2416559";1786;"4";"74";-60.7064542;-32.9133492;"GARZON";"1310 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
