"id_direccion";"alias";"id_renabap";"manzana_renabap";"terreno_renabap";"latitud";"longitud";"calle_declarada";"altura_declarada";"esquina_declarada";"direccion_en_cvf";"es_ubicable";"direccion_normalizada";"calle";"altura";"piso";"depto";"manzana";"sector";"torre";"cp";"parcela";"lote";"entre_calle_1";"entre_calle_2";"calle_esquina";"casa";"terreno";"pasillo";"pasaje";"referencia_auxiliar";"observaciones";"tira";"chacra";"macizo";"seccion";"ruta";"km";"id_revision_dir"
1346524;"FF2_2405971";1786;"9";"5";-60.7062207;-32.9085251;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325799;"FF2_2385169";1786;"42";"60";-60.7028402;-32.9136322;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326761;"FF2_2386133";1786;"15";"33";-60.70341161;-32.91188923;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390997;"FF2_2450642";1786;"5";"214";-60.7053088;-32.9125829;"OLAVARRIA 1364 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315960;"FF2_2375290";1786;"32";"22";-60.7006712;-32.9124718;"OTTONE";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1325571;"FF2_2384941";1786;"42";"17";-60.7031255;-32.9133788;"QUITO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346669;"FF2_2406116";1786;"9";"6";-60.7062023;-32.9085284;"BARRA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
24616;"FF2_025650";1786;"3";"25";-32.91312553;-60.70544347;"Olive 2748";"";"";"SCHWEITZER entre GARZÓN BIS y OLAVARRÍA BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678868;"FF2_587946";1786;"32";"38";-32.91284198;-60.70077386;"Ottone 1300 Dto 10";"";"";"SCHWEITZER entre LOTE y OTTONE BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1329097;"FF2_2388477";1786;"15";"20";-60.7035658;-32.9119588;"SAN JOSE";"";"CABAL";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CABAL";"";"";"";"";"";"";"";"";"";"";"";"";""
1346517;"FF2_2405964";1786;"7";"8";-60.706338;-32.9101855;"GARZON";"1550 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347099;"FF2_2406547";1786;"12";"25";-60.7050483;-32.9089367;"MARTINEZ DE ESTRADA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1431843;"FF2_2495283";1786;"14";"4";-60.7046592;-32.9134615;"OLAVARRIA";"1314";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316039;"FF2_2375370";1786;"32";"23";-60.70057;-32.9125705;"SANTA CLARA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345953;"FF2_2405400";1786;"8";"78";-60.7057023;-32.910106;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345952;"FF2_2405399";1786;"13";"78";-60.7058562;-32.9100327;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326514;"FF2_2385886";1786;"15";"44";-60.703395;-32.91235;" CABAK";"1327 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DEPTO 5";"";"";"";"";"";"";"";"";"";""
1353084;"FF2_2412566";1786;"37";"27";-60.70576769;-32.91169166;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1341565;"FF2_2400993";1786;"41";"40";-60.7042279;-32.9135101;"OLAVARRIA";"1268 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681718;"FF2_590797";1786;"28";"2";-32.91081681;-60.70290213;"Cabal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321179;"FF2_2380526";1786;"31";"1";-60.7005959;-32.9128121;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1429701;"FF2_2492820";1786;"14";"36";-60.70405609;-32.91281756;"";"";"OLAVARRIA Y CABAL";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"OLAVARRIA Y CABAL";"";"";"";"PASAJE 1";"";"";"";"";"";"";"";"";""
1329104;"FF2_2388485";1786;"14";"35";-60.7046724;-32.9127682;"OLAVARRIA";"1359 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347110;"FF2_2406558";1786;"8";"85";-60.706295;-32.91012;"MARTINEZ ESTRADA 2753";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346672;"FF2_2406119";1786;"8";"64";-60.70660388;-32.90956752;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1328143;"FF2_2387520";1786;"24";"8";-60.7036787;-32.9119801;"CABAL 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343364;"FF2_2402799";1786;"37";"1";-60.7043874;-32.9137451;"OLABARRIA 1266";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
690871;"FF2_599953";1786;"23";"20";-32.91291581;-60.70208488;"Pasaje Santa Clara 2501";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316077;"FF2_2375408";1786;"34";"9";-60.7015317;-32.9117167;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347419;"FF2_2406867";1786;"15";"41";-60.70337727;-32.91203195;"SAN JOSÉ";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353861;"FF2_2413343";1786;"6";"3";-60.7064423;-32.9114458;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1362013;"FF2_2421525";1786;"3";"4";-60.7061554;-32.9130628;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1424119;"FF2_2486529";1786;"8";"28";-60.7010222;-32.9157241;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320445;"FF2_2379789";1786;"32";"18";-60.7009657;-32.9126067;"OTHONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353104;"FF2_2412586";1786;"7";"6";-60.7065333;-32.9102284;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346661;"FF2_2406108";1786;"13";"1";-60.70535315;-32.91004983;"";"";"SEFERINO NAMUCARA";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEFERINO NAMUCARA";"";"";"";"";"";"";"";"";"";"";"";"";""
1345949;"FF2_2405396";1786;"12";"93";-60.7052442;-32.9100969;"CEFERINO NAMUCURA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352109;"FF2_2411587";1786;"38";"16";-60.7062426;-32.9129444;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353665;"FF2_2413147";1786;"6";"4";-60.7064842;-32.9113303;"GARZON 1400 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1470339;"FF2_2536785";1786;"46";"30";-60.70219775;-32.91112752;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321480;"FF2_2380831";1786;"25";"25";-60.7028979;-32.9120069;"MARIANO CANAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346659;"FF2_2406106";1786;"3";"7";-60.705035;-32.9088587;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343380;"FF2_2402815";1786;"17";"23";-60.7035015;-32.9103597;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
15990;"FF2_016885";1786;"26";"26";-32.91166713;-60.70209736;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1390987;"FF2_2450632";1786;"6";"16";-60.706494;-32.9107017;"GARZON 1424 BIS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346450;"FF2_2405897";1786;"7";"17";-60.705585;-32.9103427;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
699324;"FF2_608421";1786;"37";"33";-32.91171199;-60.70619124;"Garzon. 1380 Bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315997;"FF2_2375327";1786;"34";"27";-60.7014347;-32.9119582;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353395;"FF2_2412877";1786;"6";"13";-60.7065213;-32.91121473;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344269;"FF2_2403710";1786;"17";"62";-60.7041907;-32.9102138;"MARIANO CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347407;"FF2_2406855";1786;"14";"1";-60.7048194;-32.9131818;"OLAVARRIA";"1350";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1429720;"FF2_2492847";1786;"41";"27";-60.70383061;-32.91324962;"OLAVARRÍA";"1268";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"PASILLO";"";"";"";"";"";"";"";"";"";""
678985;"FF2_588063";1786;"25";"34";-32.912615;-60.70243;"Cabal 1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326295;"FF2_2385666";1786;"25";"74";-60.7028702;-32.911922;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345451;"FF2_2404896";1786;"13";"96";-60.7051972;-32.9101149;"OLAVARRÍA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321175;"FF2_2380522";1786;"31";"17";-60.6994724;-32.9136082;"OLIVE";"2417";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346649;"FF2_2406096";1786;"17";"127";-60.7047402;-32.9107508;"OLAVARRIA";"1600";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
681794;"FF2_590873";1786;"19";"44";-32.90938287;-60.70427941;"";"";"";"CALLE 1482 BIS entre CABAL BIS y OLAVARRÍA BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315447;"FF2_2374775";1786;"46";"1";-60.7027096;-32.9107227;"SAN FRANCISCO";"";"CABAL";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316026;"FF2_2375357";1786;"34";"19";-60.7012986;-32.9119299;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346435;"FF2_2405882";1786;"9";"21";-60.7059402;-32.908566;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346983;"FF2_2406431";1786;"7";"30";-60.705483;-32.9104115;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO";"";"";"";"";"";"";"";"";""
684996;"FF2_594076";1786;"15";"21";-32.91197288;-60.70383501;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347411;"FF2_2406859";1786;"17";"17";-60.70372365;-32.91009303;"OLIVARRIA";"1600";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
699343;"FF2_608440";1786;"42";"15";-32.91353472;-60.70303393;"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1469885;"FF2_2536316";1786;"32";"16";-60.7051829;-32.9128286;"SCHWEITZER";"1298";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346493;"FF2_2405940";1786;"13";"47";-60.70497;-32.90904833;"OLAVARRIA";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321491;"FF2_2380842";1786;"32";"38";-60.7007831;-32.9127277;"OTTONE";"1300 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1352104;"FF2_2411582";1786;"11";"16";-60.7050488;-32.9108485;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678907;"FF2_587985";1786;"24";"1";-32.91284984;-60.70239779;"";"";"";"SCHWEITZER entre CABAL BIS y VIRGINIO OTTONE BIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314171;"FF2_2373490";1786;"27";"44";-60.70276237;-32.91127439;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346575;"FF2_2406022";1786;"8";"20";-60.7061822;-32.9090516;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343376;"FF2_2402811";1786;"11";"6";-60.7040712;-32.9105138;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1429699;"FF2_2492818";1786;"15";"2";-60.7046966;-32.9124072;"OLAVARRIA";"1406";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345461;"FF2_2404906";1786;"13";"80";-60.70557989;-32.90944529;"";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN CAYETANO";"";"";"";"";"";"";"";"";""
1316028;"FF2_2375359";1786;"26";"5";-60.70235542;-32.91158704;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1322251;"FF2_2381607";1786;"31";"24";-60.7007376;-32.912963;"OTTONE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344120;"FF2_2403558";1786;"20";"25";-60.7029194;-32.9111708;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1316035;"FF2_2375366";1786;"33";"12";-60.7009397;-32.9125425;"OTTONE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326418;"FF2_2385790";1786;"20";"10";-60.7026238;-32.9118874;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326290;"FF2_2385661";1786;"40";"18";-60.70333668;-32.91297343;"CABAL 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
691359;"FF2_600441";1786;"39";"23";-32.91223357;-60.70472791;"Olavarria 1415 Bis Pasillo";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1322263;"FF2_2381619";1786;"25";"67";-60.7033825;-32.9123176;"CABAL 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1326336;"FF2_2385708";1786;"40";"29";-60.7027936;-32.9131622;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
678905;"FF2_587983";1786;"25";"76";-32.91226964;-60.70266105;"Mariano caval 1308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1344071;"FF2_2403509";1786;"17";"1";-60.704895;-32.9099572;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
24665;"FF2_025699";1786;"25";"67";-32.953814258;-60.651537936;"Cabal1304bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1317677;"FF2_2377019";1786;"32";"28";-60.7009854;-32.9125719;"OTTONE BIS";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1320876;"FF2_2380223";1786;"25";"15";-60.70262598;-32.91260502;"MARIANO CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347091;"FF2_2406539";1786;"13";"32";-60.70548333;-32.90903167;"SANTA INEZ";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345108;"FF2_2404552";1786;"13";"85";-60.70557363;-32.90989329;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346620;"FF2_2406067";1786;"44";"14";-60.7043348;-32.9137599;"OLEVARRIA";"1256";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1356229;"FF2_2415721";1786;"11";"2";-60.7055958;-32.9116245;"SAN TANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357179;"FF2_2416671";1786;"4";"43";-60.7055982;-32.9128976;"OLAVARRIA";"1300";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1356265;"FF2_2415757";1786;"38";"18";-60.7062024;-32.9126981;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1353107;"FF2_2412589";1786;"6";"17";-60.7066187;-32.9108415;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1364192;"FF2_2423710";1786;"3";"20";-60.7056224;-32.9131466;"SHEWSHERS";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1329100;"FF2_2388481";1786;"24";"8";-60.703665;-32.9119831;"SAN JOSE";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1321183;"FF2_2380530";1786;"23";"17";-60.70153;-32.91304833;"SANTA CLARA";"2527";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345358;"FF2_2404802";1786;"13";"10";-60.7057532;-32.909196;"PJE SAN CAYETANO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347004;"FF2_2406452";1786;"7";"11";-60.7062129;-32.9100872;"GARZON";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343368;"FF2_2402803";1786;"41";"14";-60.70377198;-32.91313858;"OLAVARRÍA 1300";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1345951;"FF2_2405398";1786;"13";"8";-60.7056731;-32.909243;"SAN CAYETANO";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314196;"FF2_2373516";1786;"46";"31";-60.7021805;-32.9112496;"SAN JOSÉ";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1346510;"FF2_2405957";1786;"8";"35";-60.7064782;-32.90951;"GARZON";"1600 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357077;"FF2_2416569";1786;"4";"30";-60.70528167;-32.91259833;"";"";"SAN JOSE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SAN JOSE";"";"";"";"PASAJE 1";"";"";"";"";"";"";"";"";""
1325407;"FF2_2384777";1786;"40";"15";-60.70295167;-32.912865;"CABAL 1307";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
689033;"FF2_598114";1786;"7";"6";-32.90980077;-60.70651223;"Garzón 1545 Bis";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1340531;"FF2_2399954";1786;"14";"6";-60.70461315;-32.91289346;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1314233;"FF2_2373553";1786;"47";"42";-60.70290601;-32.91078303;"CABAL";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1315995;"FF2_2375325";1786;"34";"4";-60.7007295;-32.912112;"OTHONEL";"1300 BIS";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1347408;"FF2_2406856";1786;"14";"25";-60.70408061;-32.91296116;"MAXIMILIANO COBER";"1200";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1357665;"FF2_2417157";1786;"4";"27";-60.7053019;-32.9125995;"MAXIMILIANO COLVER";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1343388;"FF2_2402823";1786;"19";"42";-60.70417023;-32.90960375;"OLAVARRIA";"";"";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
1470113;"FF2_2536551";1786;"25";"9";-60.7027102;-32.9123812;"SAN JOSE";"";"CABAL Y OTTONE";"Dirección declarada sin informar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"CABAL Y OTTONE";"";"";"";"0";"";"";"";"";"";"";"";"";""
